incident,user,loc_lat,loc_long,species,action,severity,status,timestamp
252,1332128596,28.29641833437942,-77.85870792157725,sea turtle,other,P3,actionable,Oct 03 2019 11:49:46
253,4343169994,41.147583980733856,-89.52888170113438,elephant,animal mortality,P1,actionable,Oct 13 2019 00:27:04
254,2203521012,28.299655980129586,-73.19535591438726,pangolin,human wildlife conflict,P3,actionable,Oct 09 2019 14:06:55
255,3814728661,48.11270520970601,-106.4893981736882,rhino,poaching,P3,submitted,Oct 02 2019 12:20:27
256,1413210664,28.627948385978105,-78.20345804841185,other,poaching,P2,actionable,Oct 07 2019 15:59:16
257,4177972150,33.899642335561865,-99.37846672844152,rhino,wildlife sightings,P2,actionable,Oct 23 2019 06:33:35
258,2404410806,36.715211282415424,-89.07546987565425,rhino,wildlife sightings,P3,submitted,Oct 22 2019 00:40:13
259,2171732175,37.2020121311466,-84.46275010084682,tiger,animal mortality,P2,submitted,Oct 26 2019 23:14:23
260,0778162622,43.2234946457085,-108.20153502860242,pangolin,human wildlife conflict,P1,actionable,Oct 01 2019 15:21:32
261,3421043706,46.57009512888149,-79.42781208374583,gorilla,animal mortality,P3,submitted,Oct 20 2019 02:35:48
262,1988839430,40.58368119774497,-78.51638457265204,tiger,poaching,P3,actionable,Oct 04 2019 14:06:38
263,1291493519,25.737740634073646,-91.26726965012824,sea turtle,animal mortality,P3,submitted,Oct 27 2019 09:09:57
264,3431660142,31.813882023210937,-98.47149656719834,parrot,human wildlife conflict,P2,actionable,Oct 15 2019 09:53:55
265,0712409768,42.858978489402666,-112.98576742077441,parrot,poaching,P2,verified,Oct 06 2019 08:41:40
266,0599951906,42.89548283567771,-70.74680556027627,elephant,human wildlife conflict,P1,verified,Oct 22 2019 11:09:20
267,4095034522,26.863765737042264,-93.14283954373244,pangolin,wildlife sightings,P2,actionable,Oct 10 2019 22:28:21
268,3206043199,31.53047242019526,-118.21859395598017,sea turtle,human wildlife conflict,P2,submitted,Oct 02 2019 22:59:58
269,4568696308,36.445651184708154,-67.47414433138422,tiger,human wildlife conflict,P0,submitted,Oct 27 2019 05:29:43
270,3094395465,33.3004658929951,-123.65161414322665,parrot,poaching,P2,submitted,Oct 15 2019 23:43:32
271,3094395465,46.77558141744831,-99.731597131597,rhino,wildlife sightings,P1,verified,Oct 24 2019 15:47:03
272,1359950788,37.74233872340214,-82.17623068599775,sea turtle,human wildlife conflict,P1,actionable,Oct 26 2019 19:18:39
273,3545628076,42.491072106660255,-118.00026698912336,other,human wildlife conflict,P2,verified,Oct 08 2019 15:13:51
274,2171732175,25.253839063785474,-90.26624512547916,sea turtle,poaching,P2,submitted,Oct 24 2019 20:44:17
275,3250643559,47.02629984704243,-85.33278942483237,parrot,animal mortality,P2,submitted,Oct 17 2019 07:07:46
276,0599951906,30.792606452778283,-74.54819564764972,pangolin,poaching,P3,submitted,Oct 31 2019 09:00:46
277,0363146768,43.73792293997092,-87.03432577361612,gorilla,poaching,P1,actionable,Oct 07 2019 11:33:53
278,2448487054,38.566850141421455,-117.00774432499364,parrot,poaching,P2,submitted,Oct 25 2019 11:25:11
279,4029253736,39.48417476072777,-111.97069277528405,tiger,poaching,P2,verified,Oct 27 2019 22:46:32
280,2753900919,34.98509955237466,-86.6153964349172,rhino,human wildlife conflict,P2,submitted,Oct 15 2019 05:27:35
281,4046995843,28.311767604482228,-95.33271931030865,elephant,poaching,P3,actionable,Oct 29 2019 19:19:48
282,0589648381,46.643372136951854,-110.6977932524097,rhino,animal mortality,P2,verified,Oct 20 2019 19:25:20
283,0071446839,27.807336488605582,-110.87702196316476,elephant,other,P3,verified,Oct 12 2019 08:33:31
284,3307312411,32.51938753302397,-73.98321021830589,pangolin,poaching,P3,submitted,Oct 14 2019 17:32:40
285,2908045077,40.037096980187286,-93.63319317285026,gorilla,poaching,P1,submitted,Oct 23 2019 03:00:13
286,3469338571,29.235980973528918,-118.85544193474661,pangolin,animal mortality,P2,verified,Oct 13 2019 21:12:25
287,1514086153,27.14872030888859,-119.22220042505568,other,wildlife sightings,P1,submitted,Oct 17 2019 09:24:57
288,0599951906,33.36036389236345,-102.14968958843674,rhino,animal mortality,P1,actionable,Oct 18 2019 16:29:38
289,1436697571,47.314898432330246,-70.50153451413505,gorilla,other,P2,submitted,Oct 13 2019 14:30:01
290,3094395465,27.999483357334658,-75.22526456938354,elephant,animal mortality,P2,verified,Oct 25 2019 15:24:56
291,4702202404,25.3615136075039,-90.03201133853611,parrot,animal mortality,P1,submitted,Nov 01 2019 01:34:02
292,2475827614,38.89842867379283,-75.1330208169405,sea turtle,other,P2,verified,Oct 07 2019 00:02:51
293,1408800743,35.75013647449434,-111.30507855937151,parrot,human wildlife conflict,P3,verified,Oct 24 2019 19:51:35
294,1756490833,34.1771530523232,-68.60564625804287,parrot,other,P3,submitted,Oct 23 2019 16:28:37
295,0141142122,45.3897905446946,-71.13948056200854,elephant,other,P1,verified,Oct 22 2019 20:07:42
296,3176276353,40.02680923564722,-99.32966279100998,sea turtle,animal mortality,P2,actionable,Oct 15 2019 17:36:07
297,1933661819,34.25805082995649,-76.3653757678425,tiger,wildlife sightings,P2,verified,Oct 25 2019 20:22:34
298,2203521012,28.151758216527384,-70.64212647511316,tiger,animal mortality,P3,submitted,Oct 02 2019 20:55:13
299,5002834049,25.673957989471063,-88.58124804914044,pangolin,other,P3,verified,Oct 23 2019 00:07:10
300,2809983676,28.053491649147478,-121.04742506419123,rhino,wildlife sightings,P0,verified,Oct 25 2019 14:02:57
301,2542197320,27.01478354338676,-72.4091147431894,parrot,animal mortality,P3,actionable,Oct 30 2019 05:03:25
302,3186311938,35.96438097089444,-95.1941908207633,sea turtle,human wildlife conflict,P3,verified,Oct 12 2019 12:00:24
303,3108840203,42.90452416832726,-115.25211625461107,tiger,other,P0,verified,Oct 06 2019 10:11:09
304,0769565811,31.030215043930856,-80.67573256437741,parrot,human wildlife conflict,P2,submitted,Oct 04 2019 05:06:10
305,3238974040,36.328994846819754,-78.63565961592111,sea turtle,wildlife sightings,P1,submitted,Oct 01 2019 19:44:01
306,4403987644,31.871992012451546,-108.25868392692084,parrot,other,P3,verified,Oct 03 2019 02:50:08
307,3307212685,42.53920933404629,-94.31028269873472,elephant,human wildlife conflict,P2,submitted,Oct 11 2019 20:06:35
308,0244695637,40.6408296194207,-114.96165093844473,other,wildlife sightings,P1,submitted,Oct 05 2019 13:29:42
309,4109099184,44.31154769915304,-91.51714140874586,rhino,human wildlife conflict,P2,submitted,Oct 08 2019 15:13:48
310,4372123106,37.91547931187968,-86.63884811202325,tiger,other,P2,actionable,Oct 24 2019 15:34:17
311,2679806021,25.17277864081059,-78.75629482643127,other,wildlife sightings,P1,actionable,Oct 11 2019 18:45:17
312,3893326737,47.475267949319374,-107.88539409144848,rhino,human wildlife conflict,P3,verified,Oct 01 2019 12:45:43
313,3416221088,35.857992779672216,-117.57376177757267,tiger,wildlife sightings,P2,actionable,Oct 22 2019 08:18:18
314,3036299797,49.28266488924005,-69.24388670671007,other,wildlife sightings,P2,submitted,Oct 31 2019 19:33:41
315,4463106731,33.60953203749119,-102.4168781875373,parrot,wildlife sightings,P2,submitted,Oct 23 2019 04:32:35
316,3626761664,29.146004098761736,-103.86847985470853,gorilla,animal mortality,P2,verified,Oct 20 2019 19:03:41
317,1803965699,45.7551040513522,-70.99898066639653,gorilla,wildlife sightings,P2,submitted,Oct 04 2019 14:35:35
318,2067094544,43.30528278816654,-79.80534412062372,sea turtle,animal mortality,P3,submitted,Oct 17 2019 09:02:41
319,4549335111,47.50449663675826,-96.82431216349082,tiger,human wildlife conflict,P1,submitted,Oct 04 2019 01:00:29
320,2404410806,35.19299096330969,-109.02988013484726,parrot,other,P1,submitted,Oct 30 2019 19:36:41
321,3195890402,42.76140248310131,-68.10499224752834,tiger,wildlife sightings,P0,submitted,Oct 01 2019 01:01:39
322,1417420949,30.891784061118678,-102.92269993390045,other,other,P3,submitted,Oct 18 2019 20:29:07
323,1164598991,47.6591635949661,-115.99270918857135,sea turtle,wildlife sightings,P2,verified,Oct 09 2019 15:12:53
324,1417420949,45.209675127419416,-124.18986623009266,parrot,poaching,P2,verified,Oct 17 2019 01:14:45
325,2730827095,33.090228080341305,-85.15366892431769,parrot,wildlife sightings,P3,verified,Oct 30 2019 12:29:10
326,0976227137,32.93363966076951,-123.96753073837735,pangolin,poaching,P1,verified,Oct 06 2019 00:21:55
327,5005980881,35.58589881421658,-116.8528430566588,elephant,human wildlife conflict,P0,actionable,Oct 20 2019 09:41:12
328,1673127888,31.87164098990106,-87.89886637368414,other,other,P0,verified,Oct 01 2019 20:14:56
329,3626761664,27.114973596888724,-88.14336711619745,sea turtle,animal mortality,P1,actionable,Oct 05 2019 23:45:05
330,2242684437,31.985730007269666,-78.52026323488937,gorilla,poaching,P1,submitted,Nov 01 2019 21:58:36
331,1067406095,27.963719224759778,-112.01423056683629,rhino,other,P0,verified,Oct 20 2019 19:04:02
332,4930661666,34.09870087854959,-89.32540061321907,other,human wildlife conflict,P2,actionable,Oct 17 2019 06:55:09
333,2737192073,41.127771184778,-112.12104328895106,sea turtle,wildlife sightings,P2,actionable,Oct 20 2019 15:14:15
334,2637354133,45.98392586544948,-86.74952075975413,pangolin,human wildlife conflict,P1,verified,Oct 17 2019 01:26:40
335,2163936447,43.79745626712858,-98.46232574902434,rhino,wildlife sightings,P2,verified,Oct 01 2019 13:57:20
336,1408800743,36.167608146537034,-93.47993966628856,sea turtle,human wildlife conflict,P3,submitted,Oct 21 2019 20:18:24
337,1271721029,45.2830099705961,-114.51357017185654,pangolin,human wildlife conflict,P2,submitted,Oct 19 2019 08:16:26
338,4360635843,43.826981592702936,-119.13891048784218,elephant,other,P2,verified,Oct 23 2019 18:19:19
339,1275850153,36.15507546303137,-97.9098646613309,parrot,poaching,P3,verified,Oct 12 2019 11:25:44
340,0186507080,28.55705952433432,-112.20747573837109,pangolin,wildlife sightings,P3,submitted,Nov 01 2019 21:04:07
341,3793529821,46.987159649590886,-111.3901438919231,tiger,animal mortality,P3,submitted,Oct 07 2019 09:50:14
342,4096882879,48.61719779317951,-76.81011989547352,tiger,wildlife sightings,P3,actionable,Oct 21 2019 01:22:05
343,2543964949,26.01648955619324,-79.0987837006958,other,poaching,P2,actionable,Oct 17 2019 04:29:05
344,1436697571,39.01093200329697,-103.65045653847658,elephant,human wildlife conflict,P2,submitted,Oct 13 2019 06:43:53
345,3139185099,44.50625578105753,-110.292115369477,pangolin,animal mortality,P0,submitted,Oct 24 2019 09:49:41
346,1061776273,29.311061869346098,-73.7684005559513,sea turtle,other,P2,actionable,Oct 20 2019 01:44:58
347,0876748951,47.79923369433668,-78.66294776360408,rhino,human wildlife conflict,P2,submitted,Oct 19 2019 06:51:07
348,2357328569,32.87184085538536,-87.71405406577819,rhino,poaching,P3,verified,Oct 06 2019 07:50:07
349,3069648756,46.45133162941014,-112.18501129428961,tiger,human wildlife conflict,P2,submitted,Oct 04 2019 10:36:59
350,2171732175,49.05955117449456,-100.57019494491493,parrot,other,P3,submitted,Oct 30 2019 15:29:38
351,3307312411,40.94760975826284,-80.93618656538948,parrot,animal mortality,P2,verified,Oct 09 2019 03:55:59
352,3710351737,31.318453424827748,-71.0620513713042,elephant,animal mortality,P2,actionable,Oct 04 2019 07:47:48
353,4455287772,48.12740803470185,-90.78827613929039,gorilla,animal mortality,P1,verified,Oct 20 2019 08:22:11
354,2516122683,35.038331025781815,-118.7379146494954,parrot,animal mortality,P0,submitted,Oct 01 2019 22:23:30
355,4635979977,33.20405449056841,-86.2271404927719,parrot,other,P3,actionable,Oct 16 2019 11:20:28
356,2580085549,46.069647396764395,-121.14114137968221,rhino,poaching,P3,actionable,Oct 22 2019 04:11:42
357,3195890402,39.1722646951793,-117.07221555104206,parrot,wildlife sightings,P2,submitted,Nov 01 2019 23:24:16
358,0077657283,40.12704530985282,-120.49721481298177,tiger,animal mortality,P0,submitted,Oct 23 2019 13:13:01
359,5024488272,33.59218169052369,-114.45455495013859,tiger,wildlife sightings,P0,actionable,Oct 27 2019 06:24:57
360,4734992127,25.760347870851223,-115.04310039108462,tiger,human wildlife conflict,P2,submitted,Oct 25 2019 14:29:22
361,1089687385,36.40288257738551,-114.556649977022,elephant,other,P1,actionable,Oct 30 2019 10:37:02
362,4734992127,38.00993022969089,-79.08888313158967,rhino,human wildlife conflict,P1,submitted,Oct 06 2019 09:06:39
363,0519690520,35.49813998360288,-70.44758277046373,sea turtle,wildlife sightings,P3,submitted,Nov 01 2019 11:09:09
364,1750924190,39.93534363101641,-106.85368477540615,parrot,animal mortality,P1,submitted,Oct 26 2019 10:26:38
365,3422642634,35.31510240477141,-97.61338554649008,rhino,poaching,P1,actionable,Oct 27 2019 07:04:41
366,4770524775,40.765385993682735,-110.25294986206714,tiger,other,P3,actionable,Oct 16 2019 01:19:16
367,2344862070,26.729276936677138,-108.7672594714117,parrot,wildlife sightings,P3,verified,Oct 26 2019 12:05:53
368,1803965699,47.005707893775394,-97.21353752972048,other,animal mortality,P3,submitted,Oct 01 2019 16:49:10
369,4616934625,31.59288164077676,-72.07933082424066,parrot,animal mortality,P3,actionable,Oct 15 2019 19:50:01
370,0624677667,45.846543116693226,-117.00186645986719,gorilla,human wildlife conflict,P3,verified,Oct 10 2019 03:30:06
371,1389238059,32.702570767596654,-67.03305236637297,rhino,wildlife sightings,P2,submitted,Oct 26 2019 00:17:04
372,2086304255,27.62238058308958,-85.51083813141037,rhino,poaching,P3,actionable,Oct 20 2019 08:00:30
373,2559095307,29.68590069341779,-101.21021085637761,elephant,animal mortality,P3,verified,Oct 29 2019 21:27:53
374,2703651679,34.62061985698728,-116.19323390144977,pangolin,wildlife sightings,P2,actionable,Oct 09 2019 23:22:21
375,2085658892,40.65436219548256,-105.91342118699446,pangolin,wildlife sightings,P2,actionable,Oct 07 2019 15:34:40
376,2023252132,45.328517722719,-123.00829073724843,tiger,other,P2,submitted,Oct 13 2019 04:58:14
377,4734992127,34.924735283925976,-118.53491232365366,parrot,other,P3,verified,Oct 11 2019 20:59:41
378,3447121927,32.13175725024565,-117.16510676906805,elephant,poaching,P2,actionable,Oct 02 2019 14:31:14
379,2753900919,34.29265425595512,-78.00952368284281,gorilla,human wildlife conflict,P3,verified,Oct 04 2019 17:07:24
380,1164598991,45.0856224389338,-101.1810186696877,parrot,animal mortality,P1,submitted,Oct 11 2019 07:11:48
381,4403987644,48.690409473477565,-88.50741045680992,other,other,P3,submitted,Oct 03 2019 04:41:56
382,2800305128,42.19352566313309,-113.95046834108986,sea turtle,animal mortality,P3,actionable,Oct 20 2019 04:52:42
383,4122925671,44.7870671023213,-78.10193819357485,parrot,wildlife sightings,P2,verified,Oct 05 2019 09:30:05
384,2679806021,27.066660374914306,-93.25806709046205,elephant,human wildlife conflict,P1,verified,Oct 08 2019 15:15:22
385,2879140281,47.61984449917779,-99.5911628898017,tiger,human wildlife conflict,P3,submitted,Oct 23 2019 19:50:12
386,1580381648,47.4770798524891,-122.59941817177224,pangolin,wildlife sightings,P1,actionable,Oct 31 2019 20:06:02
387,4382134424,29.125616807239574,-100.7622925958378,elephant,poaching,P3,submitted,Oct 07 2019 22:14:54
388,1803965699,47.10338979896869,-120.77764934982174,sea turtle,wildlife sightings,P2,submitted,Oct 09 2019 17:13:15
389,0073606420,33.58867547364856,-90.1190639102553,sea turtle,other,P3,verified,Nov 01 2019 14:08:25
390,3702568002,41.074095063681895,-109.09889817001505,gorilla,human wildlife conflict,P3,verified,Oct 09 2019 23:03:40
391,3069648756,44.2106087741236,-103.4666314390324,parrot,human wildlife conflict,P3,submitted,Oct 12 2019 16:44:48
392,3710351737,39.99344246176745,-124.74703638964154,sea turtle,human wildlife conflict,P1,submitted,Oct 22 2019 23:33:29
393,2835813813,42.19608079815819,-85.54741826608651,elephant,poaching,P3,verified,Oct 20 2019 13:54:45
394,4467403490,29.488513489212224,-101.63675165329047,sea turtle,wildlife sightings,P0,submitted,Oct 22 2019 04:46:13
395,0624677667,40.98738048055962,-123.1641170500268,pangolin,other,P3,submitted,Oct 08 2019 17:25:49
396,1653486419,47.358771100248234,-119.55517460040484,elephant,other,P2,submitted,Oct 07 2019 06:44:38
397,2703651679,46.627017305568884,-90.27062001830784,sea turtle,animal mortality,P2,submitted,Oct 21 2019 21:16:38
398,2404410806,46.515988862026404,-81.9043043989103,elephant,human wildlife conflict,P2,actionable,Oct 10 2019 01:27:56
399,4437438042,37.12984382799757,-104.92979772172514,sea turtle,poaching,P3,submitted,Oct 02 2019 16:22:15
400,0371018679,34.17884852815881,-120.686635908976,rhino,human wildlife conflict,P3,verified,Oct 03 2019 00:54:01
401,0234937877,25.690225947276705,-102.18259431321589,elephant,wildlife sightings,P0,submitted,Oct 17 2019 08:35:09
402,2826034265,29.35896065493058,-108.27869331964891,other,poaching,P3,submitted,Oct 17 2019 12:07:43
403,0015337960,46.039609697381294,-83.42814836883329,tiger,poaching,P0,submitted,Oct 06 2019 17:09:27
404,2835813813,33.61468942136377,-69.79837895381067,other,wildlife sightings,P3,submitted,Oct 07 2019 04:38:19
405,4300143428,30.23325838056227,-115.15547992974675,gorilla,animal mortality,P3,actionable,Oct 28 2019 08:54:09
406,1359950788,43.87923103339037,-107.35186101372476,other,poaching,P3,submitted,Oct 17 2019 17:03:31
407,3232385483,33.44192473480153,-117.72002706810387,gorilla,human wildlife conflict,P1,verified,Oct 12 2019 14:22:13
408,1089687385,37.508762598282246,-108.94711580512813,elephant,poaching,P1,submitted,Oct 16 2019 21:03:55
409,4824274055,42.58940604054072,-121.55211107775281,rhino,human wildlife conflict,P0,actionable,Oct 25 2019 07:41:29
410,0891710761,29.65999320804331,-95.19870801657969,elephant,other,P2,submitted,Oct 25 2019 00:49:40
411,0114451305,39.29821676423812,-72.58459411280761,sea turtle,other,P3,verified,Oct 29 2019 00:21:54
412,4187389309,42.98158580200938,-83.21417427113403,gorilla,other,P1,verified,Oct 04 2019 18:52:02
